Time:ulong,Power:float,Reference:float,Energy:float,EnergyRef:float,EnergyAllowance:float,PowerV:float,Power_lo:float,Power_hi:float,Current_lo:float,Current_hi:float,Current:uinteger,Voltage:uinteger,DSR:ulong
"0","1.669989","","1461.2","","","","","","","","510700","3270",""
"5978000","1.669989","","1471.4","","","","","","","","510700","3270",""
"11758000","1.669989","","1480.8","","","","","","","","510700","3270",""
"17538000","1.669989","","1490.6","","","","","","","","510700","3270",""
"23320000","1.669989","","1500.4","","","","","","","","510700","3270",""
"29102000","1.669989","","1510.2","","","","","","","","510700","3270",""
"35081000","1.669989","","1520.4","","","","","","","","510700","3270",""
"40861000","1.669989","","1530.2","","","","","","","","510700","3270",""
"46652000","1.6694783","","1539.6","","","","","","","","510700","3269",""
"52432000","1.669989","","1549.4","","","1.6699379299999997","","","","","510700","3270",""
"58213000","1.669989","","1559.2","","","1.6699379299999997","","","","","510700","3270",""
"64193000","1.669335","","1569.5","","","1.6698725299999997","","","","","510500","3270",""
"69974000","1.6688245","","1579.3","","","1.6697560799999995","","","","","510500","3269",""
"75755000","1.669335","","1589.1","","","1.6696906799999993","","","","","510500","3270",""
"81536000","1.6688245","","1598.5","","","1.6695742299999992","","","","","510500","3269",""
"87317000","1.6688245","","1608.3","","","1.669457779999999","","","","","510500","3269",""
"93297000","1.669989","","1618.5","","","1.669457779999999","","","","","510700","3270",""
"99078000","1.6694783","","1628.3","","","1.6694067099999992","","","","","510700","3269",""
"104859000","1.6694783","","1638.1","","","1.6694067099999992","","","","","510700","3269",""
"110640000","1.6694783","","1647.5","","","1.6693556399999991","","","","","510700","3269",""
"116425000","1.6694783","","1657.3","","","1.669304569999999","","","","","510700","3269",""
"122404000","1.6691514","","1667.5","","","1.6692862099999992","","","","","510600","3269",""
"128184000","1.6691514","","1677.4","","","1.6693188999999993","","","","","510600","3269",""
"133965000","1.6691514","","1687.2","","","1.6693005399999994","","","","","510600","3269",""
"139747000","1.669662","","1697.0","","","1.6693842899999993","","","","","510600","3270",""
"145528000","1.6691514","","1706.4","","","1.6694169799999994","","","","","510600","3269",""
"151506000","1.6694783","","1716.6","","","1.6693659099999993","","","","","510700","3269",""
"157287000","1.669989","","1726.4","","","1.6694169799999994","","","","","510700","3270",""
"163068000","1.6694783","","1736.2","","","1.6694169799999994","","","","","510700","3269",""
"168849000","1.669989","","1746.0","","","1.6694680499999994","","","","","510700","3270",""
"174631000","1.669989","","1755.4","","","1.6695191199999992","","","","","510700","3270",""
"180603000","1.6698052","","1765.6","","","1.6695844999999991","","","","","510800","3269",""
"186388000","1.670316","","1775.5","","","1.669700959999999","","","","","510800","3270",""
"192170000","1.670316","","1785.3","","","1.6698174199999989","","","","","510800","3270",""
"197950000","1.6698052","","1795.1","","","1.669831739999999","","","","","510800","3269",""
"203731000","1.6698052","","1804.5","","","1.6698971199999988","","","","","510800","3269",""
"209710000","1.6691514","","1814.7","","","1.6698644299999987","","","","","510600","3269",""
"215491000","1.6691514","","1824.5","","","1.6697806699999986","","","","","510600","3269",""
"221272000","1.6691514","","1834.3","","","1.6697479799999986","","","","","510600","3269",""
"227054000","1.669662","","1843.7","","","1.6697152799999984","","","","","510600","3270",""
"232835000","1.669662","","1853.5","","","1.6696825799999981","","","","","510600","3270",""
"238814000","1.669989","","1863.7","","","1.6697009599999983","","","","","510700","3270",""
"244596000","1.669989","","1873.5","","","1.6696682599999986","","","","","510700","3270",""
"250378000","1.669989","","1883.4","","","1.6696355599999986","","","","","510700","3270",""
"256163000","1.669989","","1892.8","","","1.6696539399999988","","","","","510700","3270",""
"261950000","1.6694783","","1902.6","","","1.6696212499999992","","","","","510700","3269",""
"267929000","1.6688245","","1912.8","","","1.669588559999999","","","","","510500","3269",""
"273710000","1.6688245","","1922.6","","","1.6695558699999988","","","","","510500","3269",""
"279491000","1.6688245","","1932.4","","","1.6695231799999988","","","","","510500","3269",""
"285272000","1.669335","","1942.2","","","1.669490479999999","","","","","510500","3270",""
"291052000","1.6688245","","1951.6","","","1.669406729999999","","","","","510500","3269",""
"297029000","1.6694783","","1961.8","","","1.669355659999999","","","","","510700","3269",""
"302811000","1.6694783","","1971.6","","","1.669304589999999","","","","","510700","3269",""
"308592000","1.669989","","1981.5","","","1.669304589999999","","","","","510700","3270",""
"314373000","1.669989","","1991.3","","","1.669304589999999","","","","","510700","3270",""
"320153000","1.6694783","","2001.1","","","1.669304589999999","","","","","510700","3269",""
"326132000","1.669989","","2010.9","","","1.6694210399999991","","","","","510700","3270",""
"331918000","1.669989","","2020.7","","","1.6695374899999993","","","","","510700","3270",""
"337701000","1.669989","","2030.5","","","1.6696539399999994","","","","","510700","3270",""
"343481000","1.669989","","2040.3","","","1.6697193399999997","","","","","510700","3270",""
"349262000","1.669989","","2050.1","","","1.6698357899999998","","","","","510700","3270",""
"355241000","1.669662","","2059.9","","","1.6698541599999994","","","","","510600","3270",""
"361023000","1.669662","","2069.7","","","1.6698725299999992","","","","","510600","3270",""
"366806000","1.669662","","2079.5","","","1.669839829999999","","","","","510600","3270",""
"372587000","1.669662","","2089.4","","","1.6698071299999988","","","","","510600","3270",""
"378367000","1.669662","","2099.2","","","1.6698254999999986","","","","","510600","3270",""
"384346000","1.669989","","2109.0","","","1.6698254999999986","","","","","510700","3270",""
"390127000","1.6704997","","2118.8","","","1.6698765699999985","","","","","510700","3271",""
"395908000","1.669989","","2128.6","","","1.6698765699999985","","","","","510700","3270",""
"401689000","1.6704997","","2138.4","","","1.6699276399999985","","","","","510700","3271",""
"407470000","1.6704997","","2148.2","","","1.6699787099999983","","","","","510700","3271",""
"413450000","1.669989","","2158.0","","","1.6700114099999985","","","","","510700","3270",""
"419231000","1.6704997","","2167.8","","","1.6700951799999988","","","","","510700","3271",""
"425013000","1.6704997","","2177.6","","","1.670178949999999","","","","","510700","3271",""
"430795000","1.669989","","2187.4","","","1.6702116499999993","","","","","510700","3270",""
"436580000","1.669989","","2197.3","","","1.6702443499999995","","","","","510700","3270",""
"442558000","1.669662","","2207.1","","","1.6702116499999993","","","","","510600","3270",""
"448340000","1.669662","","2216.9","","","1.670127879999999","","","","","510600","3270",""
"454122000","1.6701726","","2226.7","","","1.670146239999999","","","","","510600","3271",""
"459902000","1.669662","","2236.5","","","1.6700624699999989","","","","","510600","3270",""
"465684000","1.669662","","2246.3","","","1.6699786999999986","","","","","510600","3270",""
"471666000","1.669662","","2256.1","","","1.6699459999999984","","","","","510600","3270",""
"477447000","1.669662","","2265.9","","","1.6698622299999983","","","","","510600","3270",""
"483228000","1.669662","","2275.7","","","1.669778459999998","","","","","510600","3270",""
"489009000","1.669662","","2285.5","","","1.6697457599999979","","","","","510600","3270",""
"494790000","1.669662","","2295.0","","","1.6697130599999976","","","","","510600","3270",""
"500769000","1.6694783","","2305.2","","","1.6696946899999978","","","","","510700","3269",""
"506556000","1.669989","","2315.0","","","1.669727389999998","","","","","510700","3270",""
"512338000","1.669989","","2324.8","","","1.6697090299999982","","","","","510700","3270",""
"518119000","1.6694783","","2334.6","","","1.6696906599999983","","","","","510700","3269",""
"523899000","1.669989","","2344.4","","","1.6697233599999985","","","","","510700","3270",""
"529869000","1.6694783","","2354.2","","","1.669704989999999","","","","","510700","3269",""
"535651000","1.6694783","","2364.0","","","1.6696866199999991","","","","","510700","3269",""
"541432000","1.669989","","2373.8","","","1.6697193199999993","","","","","510700","3270",""
"547213000","1.6694783","","2383.6","","","1.6697009499999997","","","","","510700","3269",""
"552994000","1.669989","","2393.4","","","1.66973365","","","","","510700","3270",""
"558971000","1.6694783","","2403.2","","","1.66973365","","","","","510700","3269",""
"564753000","1.6694783","","2413.1","","","1.66968258","","","","","510700","3269",""
"570534000","1.669989","","2422.9","","","1.66968258","","","","","510700","3270",""
"576321000","1.6694783","","2432.7","","","1.66968258","","","","","510700","3269",""
"582101000","1.669989","","2442.5","","","1.66968258","","","","","510700","3270",""
"588080000","1.669662","","2452.3","","","1.6697009499999997","","","","","510600","3270",""
"593861000","1.6691514","","2462.1","","","1.6696682599999995","","","","","510600","3269",""
"599643000","1.669662","","2471.9","","","1.6696355599999992","","","","","510600","3270",""
"605424000","1.669662","","2481.7","","","1.669653929999999","","","","","510600","3270",""
"611206000","1.669662","","2491.5","","","1.6696212299999988","","","","","510600","3270",""
"617184000","1.669989","","2501.3","","","1.6696722999999989","","","","","510700","3270",""
"622965000","1.669989","","2511.2","","","1.6697233699999987","","","","","510700","3270",""
"628747000","1.669989","","2521.0","","","1.6697233699999987","","","","","510700","3270",""
"634528000","1.669989","","2530.8","","","1.6697744399999987","","","","","510700","3270",""
"640309000","1.669989","","2540.6","","","1.6697744399999987","","","","","510700","3270",""
"646281000","1.6698052","","2550.4","","","1.6697887599999988","","","","","510800","3269",""
"652066000","1.6698052","","2560.2","","","1.6698541399999987","","","","","510800","3269",""
"657848000","1.6698052","","2570.0","","","1.6698684599999987","","","","","510800","3269",""
"663629000","1.6698052","","2579.8","","","1.6698827799999987","","","","","510800","3269",""
"669410000","1.6698052","","2589.6","","","1.6698970999999987","","","","","510800","3269",""
"675387000","1.6691514","","2599.4","","","1.6698133399999986","","","","","510600","3269",""
"681173000","1.6686408","","2609.2","","","1.6696785199999984","","","","","510600","3268",""
"686955000","1.6691514","","2619.1","","","1.6695947599999983","","","","","510600","3269",""
"692736000","1.6691514","","2628.9","","","1.6695109999999982","","","","","510600","3269",""
"698516000","1.6691514","","2638.3","","","1.669427239999998","","","","","510600","3269",""
"704494000","1.6691514","","2648.5","","","1.6693618599999982","","","","","510600","3269",""
"710276000","1.6691514","","2658.3","","","1.6692964799999985","","","","","510600","3269",""
"716057000","1.6691514","","2668.1","","","1.6692310999999986","","","","","510600","3269",""
"721839000","1.6686408","","2677.9","","","1.6691146599999986","","","","","510600","3268",""
"727619000","1.6691514","","2687.7","","","1.6690492799999987","","","","","510600","3269",""
"733596000","1.6689676","","2697.5","","","1.6690308999999985","","","","","510700","3268",""
"739379000","1.6689676","","2707.3","","","1.6690635799999984","1.6686408","1.6704997","","","510700","3268",""
"745160000","1.6689676","","2717.2","","","1.6690451999999982","","","","","510700","3268",""
"750940000","1.6689676","","2727.0","","","1.669026819999998","","","","","510700","3268",""
"756726000","1.6689676","","2736.8","","","1.6690084399999978","","","","","510700","3268",""
"762705000","1.6691514","","2746.6","","","1.6690084399999978","","","","","510600","3269",""
"768485000","1.6686408","","2756.4","","","1.6689573799999977","","","","","510600","3268",""
"774267000","1.6686408","","2766.2","","","1.6689063199999974","","","","","510600","3268",""
"780048000","1.6691514","","2776.0","","","1.6689573799999977","","","","","510600","3269",""
"785829000","1.6686408","","2785.8","","","1.6689063199999974","","","","","510600","3268",""
"791807000","1.6694783","","2795.6","","","1.6689573899999979","","","","","510700","3269",""
"797588000","1.6694783","","2805.4","","","1.6690084599999981","","","","","510700","3269",""
"803370000","1.6694783","","2815.2","","","1.6690595299999984","","","","","510700","3269",""
"809151000","1.6694783","","2825.1","","","1.6691105999999987","","","","","510700","3269",""
"814932000","1.6694783","","2834.9","","","1.669161669999999","","","","","510700","3269",""
"820909000","1.6694783","","2844.7","","","1.6691943599999992","","","","","510700","3269",""
"826696000","1.6694783","","2854.5","","","1.6692781099999994","","","","","510700","3269",""
"832478000","1.6694783","","2864.3","","","1.6693618599999998","","","","","510700","3269",""
"838260000","1.6694783","","2874.1","","","1.6693945499999998","","","","","510700","3269",""
"844040000","1.6694783","","2883.9","","","1.6694783000000002","","","","","510700","3269",""
"850020000","1.669662","","2893.7","","","1.6694966699999998","","","","","510600","3270",""
"855801000","1.669662","","2903.5","","","1.6695150399999996","","","","","510600","3270",""
"861581000","1.6691514","","2913.3","","","1.6694823499999996","","","","","510600","3269",""
"867362000","1.669662","","2923.2","","","1.6695007199999992","","","","","510600","3270",""
"873143000","1.669662","","2933.0","","","1.669519089999999","","","","","510600","3270",""
"879122000","1.6694783","","2942.8","","","1.669519089999999","","","","","510700","3269",""
"884905000","1.6694783","","2952.6","","","1.669519089999999","","","","","510700","3269",""
"890686000","1.669989","","2962.4","","","1.6695701599999988","","","","","510700","3270",""
"896474000","1.669989","","2972.2","","","1.6696212299999988","","","","","510700","3270",""
"902255000","1.669989","","2982.0","","","1.6696722999999989","","","","","510700","3270",""
"908234000","1.669335","","2991.8","","","1.669639599999999","","","","","510500","3270",""
"914015000","1.669335","","3001.6","","","1.6696068999999991","","","","","510500","3270",""
"919796000","1.6688245","","3011.4","","","1.669574209999999","","","","","510500","3269",""
"925577000","1.6688245","","3021.2","","","1.6694904599999991","","","","","510500","3269",""
"931357000","1.6688245","","3031.1","","","1.6694067099999992","","","","","510500","3269",""
"937337000","1.669989","","3040.9","","","1.669457779999999","","","","","510700","3270",""
"943118000","1.669989","","3050.7","","","1.669508849999999","","","","","510700","3270",""
"948898000","1.6694783","","3060.5","","","1.669457779999999","","","","","510700","3269",""
"954679000","1.669989","","3070.3","","","1.669457779999999","","","","","510700","3270",""
"960459000","1.6694783","","3079.7","","","1.6694067099999992","","","","","510700","3269",""
"966436000","1.670316","","3089.9","","","1.669504809999999","","","","","510800","3270",""
"972218000","1.670316","","3099.7","","","1.669602909999999","","","","","510800","3270",""
"978000000","1.670316","","3109.5","","","1.669752059999999","","","","","510800","3270",""
"983780000","1.670316","","3118.9","","","1.669901209999999","","","","","510800","3270",""
"989561000","1.670316","","3128.7","","","1.670050359999999","","","","","510800","3270",""
"995541000","1.6704997","","3139.0","","","1.670101429999999","","","","","510700","3271",""
"1001323000","1.669989","","3148.8","","","1.670101429999999","","","","","510700","3270",""
"1007104000","1.669989","","3158.2","","","1.670152499999999","","","","","510700","3270",""
"1012885000","1.6704997","","3168.0","","","1.6702035699999989","","","","","510700","3271",""
"1018667000","1.6704997","","3177.8","","","1.6703057099999987","","","","","510700","3271",""
"1024646000","1.6704997","","3188.0","","","1.670324079999999","","","","","510700","3271",""
"1030426000","1.6704997","","3197.8","","","1.670342449999999","","","","","510700","3271",""
"1036207000","1.669989","","3207.2","","","1.670309749999999","","","","","510700","3270",""
"1041993000","1.6704997","","3217.0","","","1.6703281199999993","","","","","510700","3271",""
"1047774000","1.6704997","","3226.8","","","1.6703464899999994","","","","","510700","3271",""
"1053753000","1.6701726","","3237.0","","","1.6703137799999994","","","","","510600","3271",""
"1059534000","1.6701726","","3246.9","","","1.6703321399999993","","","","","510600","3271",""
"1065314000","1.6701726","","3256.3","","","1.6703504999999992","","","","","510600","3271",""
"1071095000","1.669662","","3266.1","","","1.6702667299999991","","","","","510600","3270",""
"1076876000","1.6701726","","3275.9","","","1.6702340199999992","","","","","510600","3271",""
"1082855000","1.6704997","","3286.1","","","1.6702340199999992","","","","","510700","3271",""
"1088636000","1.669989","","3295.9","","","1.6701829499999992","","","","","510700","3270",""
"1094418000","1.669989","","3305.7","","","1.6701829499999992","","","","","510700","3270",""
"1100199000","1.669989","","3315.1","","","1.6701318799999991","","","","","510700","3270",""
"1105980000","1.669989","","3324.9","","","1.6700808099999993","","","","","510700","3270",""
"1111964000","1.6701726","","3335.1","","","1.6700808099999993","","","","","510600","3271",""
"1117745000","1.669662","","3345.0","","","1.670029749999999","","","","","510600","3270",""
"1123525000","1.669662","","3354.8","","","1.6699786899999989","","","","","510600","3270",""
"1129307000","1.6701726","","3364.2","","","1.670029749999999","","","","","510600","3271",""
"1135088000","1.669662","","3374.0","","","1.6699786899999989","","","","","510600","3270",""
"1141068000","1.669989","","3384.2","","","1.6699276199999988","","","","","510700","3270",""
"1146850000","1.669989","","3394.0","","","1.6699276199999988","","","","","510700","3270",""
"1152631000","1.669989","","3403.8","","","1.6699276199999988","","","","","510700","3270",""
"1158412000","1.669989","","3413.6","","","1.6699276199999988","","","","","510700","3270",""
"1164194000","1.669989","","3423.0","","","1.6699276199999988","","","","","510700","3270",""
"1170173000","1.669989","","3433.2","","","1.669909259999999","","","","","510700","3270",""
